movie_id,title,original_title,overview,tagline,status,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,original_language,genres,production_countries,imdb_id
1263532,Beast Race,Corrida dos Bichos,"Inspired by the illegal universe of the Brazilian animal lottery, a fearless young man must win a deadly race to save his sister in a dystopian future where each animal in the game is now represented by a runner vying for a prize.",,Post Production,2026-03-17,0,0,0,15.2904,0.0,0,pt,Action|Science Fiction|Thriller,BR,tt32358025
1266127,Ready or Not 2: Here I Come,Ready or Not 2: Here I Come,"Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.",Double or nothing.,Post Production,2026-03-19,108,0,0,14.1073,0.0,0,en,Horror|Comedy|Action|Thriller,US,tt33978029
1333100,Attack on Titan: THE LAST ATTACK,劇場版「進撃の巨人」完結編 THE LAST ATTACK,"A colossal-sized omnibus film bringing together the last two episodes of Attack on Titan in the franchise's first-ever theatrical experience. After venturing beyond the walls and separated from his comrades, Eren finds himself inspired by this new truth and plots the ""Rumbling,"" a terrifying plan to eradicate every living thing in the world. With the fate of the world hanging in the balance, a motley crew of Eren's former comrades and enemies scramble to halt his deadly mission. The only question is, can they stop him?",See for yourself the end of their story.,Released,2024-03-20,145,0,21525687,13.1897,8.8,162,ja,Animation|Action|Adventure|Drama,JP,tt33175825
13494,Red Sonja,Red Sonja,A young girl rises from the ashes of tragedy to become the most feared warrior woman of all time: the She-Devil with a Sword.,A hero will rise... An empire will fall.,Released,2025-07-31,111,0,271461,12.9175,5.668,200,en,Adventure|Action|Fantasy,US,tt0800175
1299655,Blue Moon,Blue Moon,"On the evening of March 31, 1943, legendary lyricist Lorenz Hart confronts his shattered self-confidence in Sardi’s bar as his former collaborator, Richard Rodgers, celebrates the opening night of his ground-breaking hit musical, “Oklahoma!”",Forgotten but not gone.,Released,2025-10-17,100,0,1940624,12.5935,6.746,201,en,History|Drama|Comedy,IE|US,tt32536315
508883,The Boy and the Heron,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""","Where death comes to an end, life finds a new beginning.",Released,2023-07-14,124,50000000,294200000,12.4996,7.403,2549,ja,Animation|Adventure|Fantasy|Drama|Family,JP,tt6587046
1280282,Gabby's Dollhouse: The Movie,Gabby's Dollhouse: The Movie,"Gabby heads out on a road trip with her Grandma Gigi to the urban wonderland of Cat Francisco. But when Gabby's dollhouse, her most prized possession, ends up in the hands of an eccentric cat lady named Vera, Gabby sets off on an adventure through the real world to get the Gabby Cats back together and save the dollhouse before it's too late.",Hold on tight.,Released,2025-09-13,98,32000000,80322142,12.4862,6.6,61,en,Family|Comedy|Adventure|Animation,US,tt32214143
1455842,Eternity Package,Eternity Package,"Bobkata – a down-on-his-luck funeral director in a corrupt provincial town where old grudges never die but are passed down through generations. His business is on the verge of bankruptcy, his wife leaves him, and his main competitor – a local thug with connections at the hospital – smoothly monopolizes the entire “death market.” Crippled by debt and tormented by the painful loss of his parents, Bobkata is willing to do anything to save himself. In his desperation, he comes up with an absurd plan: giving dance lessons at a retirement home to recruit clients for his prepaid funeral services.",,Released,2025-03-16,85,0,0,12.1892,0.0,0,bg,Drama,BG|IT,tt13973284
1271895,96 Minutes,96分鐘,"Former bomb disposal expert, Song Kang-Ren, and his fiancée, Huang Xin, board a high-speed train that contains a bomb. At the same time, Liu Kai, a well-known physics teacher who was involved in an affair scandal, also boards this same train in order to win back his wife, Ting Juan, who took the prior high-speed rail to return home in frustration…  After all, can the bomb be successfully defused this time? and resolve the crisis?",,Released,2025-09-05,117,0,0,11.5856,5.869,65,zh,Action|Crime|Romance,TW,tt34381460
1532470,Ungrateful Beings,Nevděčné bytosti,"Follows a family in the Czech Republic who come back from an Adriatic holiday where their 17-year-old daughter – who suffers from an eating disorder – has fallen in love with a local scoundrel. When it turns out he is a murder suspect, the daughter’s parents pretend to be him in order to stave off her eating disorder.",,Released,2026-04-01,110,0,0,10.8798,0.0,0,cs,Drama,CZ|PL|SI|HR,tt37964046
1421539,Julian,Julian,"After an unexpected encounter, Fleur and Julian fall madly in love. Soon after Julian proposes, an ambitious, yet challenging idea starts to dawn on Fleur. Slowly but surely, she works out a plan to get married in every country where she and her wife are allowed to do so. Fueled by their love and a rising sense of urgency, they take a leap of faith. After only four marriages, their journey comes to an inevitable, painful halt.",,Released,2025-10-29,91,0,0,10.218,7.333,3,fr,Drama,BE|NL,tt13597298
991,The Man Who Fell to Earth,The Man Who Fell to Earth,"Thomas Jerome Newton is an alien who has come to Earth in search of water to save his home planet. Aided by lawyer Oliver Farnsworth, Thomas uses his knowledge of advanced technology to create profitable inventions. While developing a method to transport water, Thomas meets Mary-Lou, a quiet hotel clerk, and begins to fall in love with her. Just as he is ready to leave Earth, Thomas is intercepted by the U.S. government, and his entire plan is threatened.","Power, space, time and a visitor.",Released,1976-03-18,139,1500000,0,10.2152,6.4,577,en,Science Fiction|Drama,GB,tt0074851
1278656,Liza: A Truly Terrific Absolutely True Story,Liza: A Truly Terrific Absolutely True Story,"Rich with archival gems and Liza Minnelli’s own point of view, Bruce David Klein's luminous documentary celebrates a young entertainer full of boundless raw talent and the deep, creative relationships with her mentors and influences.",,Released,2025-01-24,104,0,76505,10.0923,8.0,15,en,Documentary|Music,US,tt32150684
1414010,Senin Harga Naik,Senin Harga Naik,"Mutia, a real estate salesperson, had a heated argument with her mother, Retno, over her job, which she claimed was unrelated to her pharmacy studies. Mutia decided to leave home and live independently. She wanted to prove that she could succeed in her field. Three years later, Mutia received a promotion to general manager with one condition, successfully clearing the land that had been her mother's house and cake shop. Mutia faced the dilemma of returning home to face her mother, whom she hadn't seen in years.",,Post Production,2026-03-18,116,0,0,10.0369,0.0,0,id,Drama|Comedy,ID,
50619,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.,Forever is just the beginning.,Released,2011-11-16,117,110000000,712171856,9.8432,6.19,9185,en,Adventure|Fantasy|Romance,US,tt1324999
1465717,Underland,Underland,"Based on Robert Macfarlane’s bestseller, UNDERLAND is a cinematic voyage beneath the surface of the earth.",Why do we seek the void?,Released,2026-03-27,79,0,0,9.4789,0.0,0,en,Documentary,US|GB|CA,tt36590141
402,Basic Instinct,Basic Instinct,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",A brutal murder. A brilliant killer. A cop who can't resist the danger.,Released,1992-03-20,128,49000000,352927224,8.8577,6.934,4288,en,Thriller|Mystery,US|FR,tt0103772
455714,Bad Genius,ฉลาดเกมส์โกง,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",Genius students with one mission... Turning exam answers into millions.,Released,2017-05-03,130,1839169,42350000,8.5273,7.862,839,th,Drama|Crime|Thriller|Comedy,TH,tt6788942
1330421,Bone Lake,Bone Lake,"A couple’s romantic vacation at a secluded lakeside estate is upended when they are forced to share the mansion with a mysterious and attractive couple. In this darkly hilarious and seductive horror story, a dream getaway spirals into a nightmarish maze of sex, lies, and manipulation, bringing terrifying secrets to light and triggering a bloody battle for survival.",What's your body count?,Released,2025-10-02,94,1000000,1688650,8.4595,5.894,146,en,Horror|Mystery|Thriller,US,tt26783625
1013446,Reflection in a Dead Diamond,Reflet dans un diamant mort,"When the mysterious woman in the room next door disappears, a debonair 70-year-old ex-spy living in a luxury hotel on the Côte d'Azur is confronted by the demons and darlings of a lurid past in which moviemaking, memories and madness collide.",,Released,2025-06-25,87,0,0,8.3811,6.172,64,vi,Action|Thriller|Mystery,BE|FR|IT|LU,tt32263401
1512841,Champion,Šampión,"A feature film depicting the critical 24 hours in the life of the famous Slovak figure skater Ondrej Nepela; intense and intimate personal drama of a young man, who, after years of dutiful representation of his totalitarian homeland longs to leave the golden cage of Czechoslovakia and become free. He wants to live and love without fear, that the revelation of his sexual orientation will make him a deviant and destroy everything he dedicated his life to. However, the regime strengthens its pressure on him in the moment of his highest vulnerability, using the dirtiest methods to make Ondrej conform to its cruel ultimatum.",,Post Production,2026-03-26,90,2000000,0,8.2271,0.0,0,sk,Drama|History,SK|CZ,tt34861373
1292695,They Will Kill You,They Will Kill You,"A woman answers a help wanted ad to be a housekeeper in a mysterious high-rise in New York City, not realizing she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",Let them try.,Post Production,2026-03-25,0,0,0,8.1775,0.0,0,en,Action|Comedy|Horror,US|ZA,tt31728330
